state,pollster,number.of.observations,start.date,end.date,obama,mccain,other,undecided,mode,population
SD,Rasmussen,500,7/11/08,7/14/08,40,44,11.2,4.8,Live Phone,Registered Voters
SD,Rasmussen,500,9/10/08,9/13/08,37,54,6.3,2.7,Live Phone,Registered Voters
SD,American Research,600,9/19/08,9/22/08,39,55,4.2,1.8,Live Phone,Registered Voters
SD,Mason-Dixon,800,10/19/08,10/22/08,41,48,7.7,3.3,Live Phone,Registered Voters
SD,Rasmussen,500,10/29/08,11/1/08,44,53,2.1,0.9,Live Phone,Registered Voters
TN,SurveyUSA,600,3/3/08,3/6/08,38,54,5.6,2.4,Live Phone,Registered Voters
TN,Rasmussen,500,3/30/08,4/2/08,31,58,7.7,3.3,Live Phone,Registered Voters
TN,Rasmussen,500,6/23/08,6/26/08,36,51,9.1,3.9,Live Phone,Registered Voters
TN,Rasmussen,500,8/19/08,8/22/08,32,56,8.4,3.6,Live Phone,Registered Voters
TN,American Research,600,9/17/08,9/20/08,36,59,3.5,1.5,Live Phone,Registered Voters
TN,Mason-Dixon,625,9/25/08,9/28/08,39,55,4.2,1.8,Live Phone,Registered Voters
TN,Rasmussen,500,9/28/08,10/1/08,39,58,2.1,0.9,Live Phone,Registered Voters
TN,Rasmussen,500,10/19/08,10/22/08,42,54,2.8,1.2,Live Phone,Registered Voters
TX,SurveyUSA,1725,2/22/08,2/25/08,41,49,7,3,Live Phone,Registered Voters
TX,Rasmussen,500,5/2/08,5/5/08,43,48,6.3,2.7,Live Phone,Registered Voters
TX,Rasmussen,500,6/3/08,6/6/08,39,52,6.3,2.7,Live Phone,Registered Voters
TX,Rasmussen,500,6/24/08,6/27/08,39,48,9.1,3.9,Live Phone,Registered Voters
TX,Rasmussen,500,7/28/08,7/31/08,41,50,6.3,2.7,Live Phone,Registered Voters
TX,Rasmussen,500,8/23/08,8/26/08,41,50,6.3,2.7,Live Phone,Registered Voters
TX,American Research,600,9/14/08,9/17/08,36,57,4.9,2.1,Live Phone,Registered Voters
TX,Rasmussen,500,9/28/08,10/1/08,43,52,3.5,1.5,Live Phone,Registered Voters
TX,American Research,600,10/6/08,10/9/08,38,57,3.5,1.5,Live Phone,Registered Voters
TX,Rasmussen,500,10/20/08,10/23/08,44,54,1.4,0.6,Live Phone,Registered Voters
UT,SurveyUSA,600,3/3/08,3/6/08,39,50,7.7,3.3,Live Phone,Registered Voters
UT,Deseret News/KSL-TV,604,5/16/08,5/19/08,27,62,7.7,3.3,Live Phone,Registered Voters
UT,Deseret News/KSL-TV,405,6/16/08,6/19/08,29,57,9.8,4.2,Live Phone,Registered Voters
UT,Rasmussen,500,6/20/08,6/23/08,33,52,10.5,4.5,Live Phone,Registered Voters
UT,Mason-Dixon,400,8/21/08,8/24/08,23,62,10.5,4.5,Live Phone,Registered Voters
UT,Deseret News/KSL-TV,601,9/11/08,9/14/08,24,62,9.8,4.2,Live Phone,Registered Voters
UT,Rasmussen,500,9/12/08,9/15/08,32,64,2.8,1.2,Live Phone,Registered Voters
UT,American Research,600,9/14/08,9/17/08,29,65,4.2,1.8,Live Phone,Registered Voters
UT,Mason-Dixon,625,10/26/08,10/29/08,32,55,9.1,3.9,Live Phone,Registered Voters
VA,SurveyUSA,554,2/16/08,2/19/08,51,45,2.8,1.2,Live Phone,Registered Voters
VA,SurveyUSA,520,3/17/08,3/20/08,48,47,3.5,1.5,Live Phone,Registered Voters
VA,SurveyUSA,515,4/14/08,4/17/08,44,52,2.8,1.2,Live Phone,Registered Voters
VA,Rasmussen,500,5/9/08,5/12/08,44,47,6.3,2.7,Live Phone,Registered Voters
VA,Va. Commonwealth U.,1003,5/15/08,5/18/08,39,47,9.8,4.2,Live Phone,Registered Voters
VA,Rasmussen,500,6/13/08,6/16/08,44.7,44.3,7.7,3.3,Live Phone,Registered Voters
VA,SurveyUSA,630,6/26/08,6/29/08,49,47,2.8,1.2,Live Phone,Registered Voters
VA,Rasmussen,500,7/15/08,7/18/08,44,44,8.4,3.6,Live Phone,Registered Voters
VA,SurveyUSA,655,8/8/08,8/11/08,47,48,3.5,1.5,Live Phone,Registered Voters
VA,Rasmussen,500,8/10/08,8/13/08,46,45,6.3,2.7,Live Phone,Registered Voters
VA,Zogby,632,8/19/08,8/22/08,43,41,11.2,4.8,Live Phone,Registered Voters
VA,FOX/Rasmussen,500,9/5/08,9/8/08,47,49,2.8,1.2,Live Phone,Registered Voters
VA,SurveyUSA,717,9/5/08,9/8/08,47,49,2.8,1.2,Live Phone,Registered Voters
VA,CNN/Time,920,9/7/08,9/10/08,46,50,2.8,1.2,Live Phone,Registered Voters
VA,FOX/Rasmussen,500,9/12/08,9/15/08,48,48,2.8,1.2,Live Phone,Registered Voters
VA,SurveyUSA,732,9/12/08,9/15/08,50,46,2.8,1.2,Live Phone,Registered Voters
VA,Public Policy,1090,9/14/08,9/17/08,48,46,4.2,1.8,Live Phone,Registered Voters
VA,American Research,600,9/18/08,9/21/08,46,48,4.2,1.8,Live Phone,Registered Voters
VA,FOX/Rasmussen,500,9/19/08,9/22/08,46,48,4.2,1.8,Live Phone,Registered Voters
VA,SurveyUSA,716,9/19/08,9/22/08,51,45,2.8,1.2,Live Phone,Registered Voters
VA,ABC News/Washington Post,698,9/21/08,9/24/08,49,46,3.5,1.5,Live Phone,Registered Voters
VA,Today/NBC,625,9/22/08,9/25/08,44,47,6.3,2.7,Live Phone,Registered Voters
VA,Rasmussen,500,9/23/08,9/26/08,50,45,3.5,1.5,Live Phone,Registered Voters
VA,FOX/Rasmussen,500,9/26/08,9/29/08,50,47,2.1,0.9,Live Phone,Registered Voters
VA,American Research,600,9/27/08,9/30/08,46,49,3.5,1.5,Live Phone,Registered Voters
VA,CNN/Time,684,9/28/08,10/1/08,53,44,2.1,0.9,Live Phone,Registered Voters
VA,Mason-Dixon,625,9/29/08,10/2/08,45,48,4.9,2.1,Live Phone,Registered Voters
VA,FOX/Rasmussen,1000,10/2/08,10/5/08,50,48,1.4,0.6,Live Phone,Registered Voters
VA,Suffolk Univ.,600,10/3/08,10/6/08,51,39,7,3,Live Phone,Registered Voters
VA,SurveyUSA,666,10/3/08,10/6/08,53,43,2.8,1.2,Live Phone,Registered Voters
VA,Public Policy,917,10/6/08,10/9/08,51,43,4.2,1.8,Live Phone,Registered Voters
VA,FOX/Rasmussen,1000,10/9/08,10/12/08,50,47,2.1,0.9,Live Phone,Registered Voters
VA,CNN/Time,698,10/12/08,10/15/08,53,43,2.8,1.2,Live Phone,Registered Voters
VA,Rasmussen,700,10/17/08,10/20/08,54,44,1.4,0.6,Live Phone,Registered Voters
VA,SurveyUSA,652,10/17/08,10/20/08,51,45,2.8,1.2,Live Phone,Registered Voters
VA,CNN/Time,647,10/19/08,10/22/08,54,44,1.4,0.6,Live Phone,Registered Voters
VA,Mason-Dixon,625,10/19/08,10/22/08,47,45,5.6,2.4,Live Phone,Registered Voters
VA,Public Policy,1231,10/22/08,10/25/08,52,43,3.5,1.5,Live Phone,Registered Voters
VA,FOX/Rasmussen,1000,10/23/08,10/26/08,51,47,1.4,0.6,Live Phone,Registered Voters
VA,Reuters/Zogby,600,10/24/08,10/27/08,52,45,2.1,0.9,Live Phone,Registered Voters
VA,Washington Post,784,10/24/08,10/27/08,52,44,2.8,1.2,Live Phone,Registered Voters
VA,AP-GfK Battleground,782,10/26/08,10/29/08,49,42,6.3,2.7,Live Phone,Registered Voters
VA,CNN/Time,721,10/26/08,10/29/08,53,44,2.1,0.9,Live Phone,Registered Voters
VA,Marist,671,10/27/08,10/30/08,51,47,1.4,0.6,Live Phone,Registered Voters
VA,FOX/Rasmussen,1000,10/30/08,11/2/08,51,47,1.4,0.6,Live Phone,Registered Voters
VA,Mason-Dixon,625,10/30/08,11/2/08,47,44,6.3,2.7,Live Phone,Registered Voters
VA,Public Policy,1557,10/30/08,11/2/08,52,46,1.4,0.6,Live Phone,Registered Voters
VA,SurveyUSA,672,10/30/08,11/2/08,50,46,2.8,1.2,Live Phone,Registered Voters
VA,American Research,600,10/31/08,11/3/08,51,47,1.4,0.6,Live Phone,Registered Voters
VA,Reuters/Zogby,604,10/31/08,11/3/08,51,45,2.8,1.2,Live Phone,Registered Voters
VT,SurveyUSA,600,3/3/08,3/6/08,63,29,5.6,2.4,Live Phone,Registered Voters
VT,Research 2000,400,9/13/08,9/16/08,55,36,6.3,2.7,Live Phone,Registered Voters
VT,Rasmussen,500,9/15/08,9/18/08,60,36,2.8,1.2,Live Phone,Registered Voters
VT,American Research,600,9/20/08,9/23/08,56,38,4.2,1.8,Live Phone,Registered Voters
WA,SurveyUSA,534,2/2/08,2/5/08,55,38,4.9,2.1,Live Phone,Registered Voters
WA,Rasmussen,500,3/2/08,3/5/08,44,45,7.7,3.3,Live Phone,Registered Voters
WA,SurveyUSA,510,3/17/08,3/20/08,51,42,4.9,2.1,Live Phone,Registered Voters
WA,SurveyUSA,607,4/4/08,4/7/08,51,44,3.5,1.5,Live Phone,Registered Voters
WA,SurveyUSA,634,4/14/08,4/17/08,53,40,4.9,2.1,Live Phone,Registered Voters
WA,SurveyUSA,659,5/10/08,5/13/08,54,42,2.8,1.2,Live Phone,Registered Voters
WA,SurveyUSA,637,6/7/08,6/10/08,56,39,3.5,1.5,Live Phone,Registered Voters
WA,Rasmussen,500,6/8/08,6/11/08,53,35,8.4,3.6,Live Phone,Registered Voters
WA,SurveyUSA,532,6/18/08,6/21/08,55,40,3.5,1.5,Live Phone,Registered Voters
WA,Rasmussen,500,7/8/08,7/11/08,48,39,9.1,3.9,Live Phone,Registered Voters
WA,SurveyUSA,666,7/13/08,7/16/08,55,39,4.2,1.8,Live Phone,Registered Voters
WA,Strategic Vision,800,7/24/08,7/27/08,48,37,10.5,4.5,Live Phone,Registered Voters
WA,Rasmussen,500,8/5/08,8/8/08,52,40,5.6,2.4,Live Phone,Registered Voters
WA,SurveyUSA,718,8/10/08,8/13/08,51,44,3.5,1.5,Live Phone,Registered Voters
WA,SurveyUSA,658,9/5/08,9/8/08,49,45,4.2,1.8,Live Phone,Registered Voters
WA,Rasmussen,500,9/8/08,9/11/08,49,47,2.8,1.2,Live Phone,Registered Voters
WA,American Research,600,9/16/08,9/19/08,50,44,4.2,1.8,Live Phone,Registered Voters
WA,Strategic Vision,800,9/16/08,9/19/08,47,42,7.7,3.3,Live Phone,Registered Voters
WA,SurveyUSA,682,9/20/08,9/23/08,54,43,2.1,0.9,Live Phone,Registered Voters
WA,Rasmussen,500,9/30/08,10/3/08,53,43,2.8,1.2,Live Phone,Registered Voters
WA,SurveyUSA,544,10/11/08,10/14/08,56,40,2.8,1.2,Live Phone,Registered Voters
WA,Rasmussen,500,10/20/08,10/23/08,54,43,2.1,0.9,Live Phone,Registered Voters
WA,Strategic Vision,800,10/25/08,10/28/08,54,42,2.8,1.2,Live Phone,Registered Voters
WA,SurveyUSA,630,10/25/08,10/28/08,56,39,3.5,1.5,Live Phone,Registered Voters
WA,Strategic Vision,800,10/31/08,11/3/08,55,40,3.5,1.5,Live Phone,Registered Voters
WA,SurveyUSA,663,10/31/08,11/3/08,56,40,2.8,1.2,Live Phone,Registered Voters
WI,SurveyUSA,537,2/15/08,2/18/08,52,42,4.2,1.8,Live Phone,Registered Voters
WI,Rasmussen,500,2/18/08,2/21/08,44,43,9.1,3.9,Live Phone,Registered Voters
WI,SurveyUSA,528,3/17/08,3/20/08,48,44,5.6,2.4,Live Phone,Registered Voters
WI,SurveyUSA,541,4/14/08,4/17/08,49,44,4.9,2.1,Live Phone,Registered Voters
WI,Rasmussen,500,5/4/08,5/7/08,43,47,7,3,Live Phone,Registered Voters
WI,SurveyUSA,600,5/27/08,5/30/08,48,42,7,3,Live Phone,Registered Voters
WI,Rasmussen,500,6/3/08,6/6/08,45,43,8.4,3.6,Live Phone,Registered Voters
WI,SurveyUSA,538,6/15/08,6/18/08,52,43,3.5,1.5,Live Phone,Registered Voters
WI,Quinnipiac/WSJ/Wash. Post,1537,6/23/08,6/26/08,52,39,6.3,2.7,Live Phone,Registered Voters
WI,Rasmussen,500,7/7/08,7/10/08,50,39,7.7,3.3,Live Phone,Registered Voters
WI,Quinnipiac/WSJ/Wash. Post,1094,7/21/08,7/24/08,50,39,7.7,3.3,Live Phone,Registered Voters
WI,Rasmussen,500,8/4/08,8/7/08,47,43,7,3,Live Phone,Registered Voters
WI,Strategic Vision,800,8/11/08,8/14/08,47,42,7.7,3.3,Live Phone,Registered Voters
WI,Strategic Vision,800,9/6/08,9/9/08,46,43,7.7,3.3,Live Phone,Registered Voters
WI,CNN/Time,950,9/14/08,9/17/08,50,47,2.1,0.9,Live Phone,Registered Voters
WI,Rasmussen,700,9/14/08,9/17/08,48,46,4.2,1.8,Live Phone,Registered Voters
WI,Big Ten Battleground,600,9/15/08,9/18/08,45,44,7.7,3.3,Live Phone,Registered Voters
WI,American Research,600,9/19/08,9/22/08,50,45,3.5,1.5,Live Phone,Registered Voters
WI,Quinnipiac/WSJ/Wash. Post,1313,9/20/08,9/23/08,49,42,6.3,2.7,Live Phone,Registered Voters
WI,Research 2000,600,9/22/08,9/25/08,49,43,5.6,2.4,Live Phone,Registered Voters
WI,Strategic Vision,800,9/29/08,10/2/08,49,40,7.7,3.3,Live Phone,Registered Voters
WI,CNN/Time,859,10/4/08,10/7/08,51,46,2.1,0.9,Live Phone,Registered Voters
WI,SurveyUSA,672,10/4/08,10/7/08,52,42,4.2,1.8,Live Phone,Registered Voters
WI,Rasmussen,700,10/5/08,10/8/08,54,44,1.4,0.6,Live Phone,Registered Voters
WI,Research 2000,600,10/5/08,10/8/08,51,41,5.6,2.4,Live Phone,Registered Voters
WI,Quinnipiac/WSJ/Wash. Post,120,10/11/08,10/14/08,54,37,6.3,2.7,Live Phone,Registered Voters
WI,Mason-Dixon,625,10/16/08,10/19/08,51,39,7,3,Live Phone,Registered Voters
WI,SurveyUSA,641,10/17/08,10/20/08,51,43,4.2,1.8,Live Phone,Registered Voters
WI,Big Ten Battleground,584,10/20/08,10/23/08,53,40,4.9,2.1,Live Phone,Registered Voters
WI,Research 2000,600,10/20/08,10/23/08,52,41,4.9,2.1,Live Phone,Registered Voters
WI,Rasmussen,500,10/23/08,10/26/08,51,44,3.5,1.5,Live Phone,Registered Voters
WI,Strategic Vision,800,10/25/08,10/28/08,50,41,6.3,2.7,Live Phone,Registered Voters
WI,SurveyUSA,667,10/27/08,10/30/08,55,39,4.2,1.8,Live Phone,Registered Voters
WI,Strategic Vision,800,10/31/08,11/3/08,53,40,4.9,2.1,Live Phone,Registered Voters
WV,SurveyUSA,600,3/3/08,3/6/08,35,54,7.7,3.3,Live Phone,Registered Voters
WV,Rasmussen,500,6/3/08,6/6/08,38,45,11.9,5.1,Live Phone,Registered Voters
WV,American Research,600,9/14/08,9/17/08,45,49,4.2,1.8,Live Phone,Registered Voters
WV,CNN/Time,694,9/21/08,9/24/08,46,50,2.8,1.2,Live Phone,Registered Voters
WV,Rasmussen,500,9/22/08,9/25/08,37,45,12.6,5.4,Live Phone,Registered Voters
WV,American Research,600,10/6/08,10/9/08,50,42,5.6,2.4,Live Phone,Registered Voters
WV,Mason-Dixon,625,10/16/08,10/19/08,41,47,8.4,3.6,Live Phone,Registered Voters
WV,Public Policy,1223,10/16/08,10/19/08,42,50,5.6,2.4,Live Phone,Registered Voters
WV,Rasmussen,500,10/18/08,10/21/08,43,52,3.5,1.5,Live Phone,Registered Voters
WV,CNN/Time,674,10/19/08,10/22/08,44,53,2.1,0.9,Live Phone,Registered Voters
WV,Reuters/Zogby,600,10/24/08,10/27/08,40,50,7,3,Live Phone,Registered Voters
WV,Public Policy,2128,10/27/08,10/30/08,42,55,2.1,0.9,Live Phone,Registered Voters
WV,American Research,600,10/31/08,11/3/08,42,53,3.5,1.5,Live Phone,Registered Voters
WY,SurveyUSA,600,3/3/08,3/6/08,35,53,8.4,3.6,Live Phone,Registered Voters
WY,Mason-Dixon,400,8/21/08,8/24/08,25,62,9.1,3.9,Live Phone,Registered Voters
WY,Rasmussen,500,9/8/08,9/11/08,39,58,2.1,0.9,Live Phone,Registered Voters
WY,American Research,600,9/14/08,9/17/08,28,66,4.2,1.8,Live Phone,Registered Voters
WY,SurveyUSA,604,10/17/08,10/20/08,37,58,3.5,1.5,Live Phone,Registered Voters
--,Marist,804,11/3/08,11/3/08,52,43,3.5,1.5,Live Phone,Registered Voters
--,Battleground (Lake)*,800,11/2/08,11/3/08,52,47,0.7,0.3,Live Phone,Registered Voters
--,Battleground (Tarrance)*,800,11/2/08,11/3/08,50,48,1.4,0.6,Live Phone,Registered Voters
--,Rasmussen Reports,3000,11/1/08,11/3/08,52,46,1.4,0.6,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1201,11/1/08,11/3/08,54,43,2.1,0.9,Live Phone,Registered Voters
--,IBD/TIPP,981,11/1/08,11/3/08,52,44,2.8,1.2,Live Phone,Registered Voters
--,FOX News,971,11/1/08,11/2/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1011,11/1/08,11/2/08,51,43,4.2,1.8,Live Phone,Registered Voters
--,Gallup,2472,10/31/08,11/2/08,55,44,0.7,0.3,Live Phone,Registered Voters
--,Diageo/Hotline,887,10/31/08,11/2/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,CBS News,714,10/31/08,11/2/08,51,42,4.9,2.1,Live Phone,Registered Voters
--,Ipsos/McClatchy,760,10/30/08,11/2/08,53,46,0.7,0.3,Live Phone,Registered Voters
--,ABC News/Washington Post,2470,10/30/08,11/2/08,53,44,2.1,0.9,Live Phone,Registered Voters
--,CNN/Opinion Research,714,10/30/08,11/1/08,53,46,0.7,0.3,Live Phone,Registered Voters
--,Pew,2587,10/29/08,11/1/08,52,46,1.4,0.6,Live Phone,Registered Voters
--,GWU/Battleground,800,10/29/08,11/2/08,50,44,4.2,1.8,Live Phone,Registered Voters
--,Gallup (Traditional)*,2503,10/30/08,11/1/08,51,43,4.2,1.8,Live Phone,Registered Voters
--,Gallup (Expanded)*,2475,10/30/08,11/1/08,52,43,3.5,1.5,Live Phone,Registered Voters
--,Marist,543,10/29/08,10/29/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,FOX News,924,10/28/08,10/29/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,CBS News/NY Times,1005,10/25/08,10/29/08,52,41,4.9,2.1,Live Phone,Registered Voters
--,Ipsos/McClatchy,831,10/23/08,10/27/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,Rasmussen Reports,3000,10/24/08,10/26/08,51,46,2.1,0.9,Live Phone,Registered Voters
--,Gallup (Traditional)*,2446,10/24/08,10/26/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,Gallup (Expanded)*,2343,10/24/08,10/26/08,53,43,2.8,1.2,Live Phone,Registered Voters
--,Diageo/Hotline,879,10/24/08,10/26/08,50,42,5.6,2.4,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1203,10/24/08,10/26/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,ABC News/Washington Post,1314,10/23/08,10/26/08,52,45,2.1,0.9,Live Phone,Registered Voters
--,Pew,1198,10/23/08,10/26/08,53,38,6.3,2.7,Live Phone,Registered Voters
--,IBD/TIPP,824,10/22/08,10/26/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,GWU/Battleground,1000,10/20/08,10/26/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,Newsweek,882,10/22/08,10/23/08,53,41,4.2,1.8,Live Phone,Registered Voters
--,Rasmussen Reports,3000,10/20/08,10/22/08,52,45,2.1,0.9,Live Phone,Registered Voters
--,Gallup (Traditional)*,2399,10/20/08,10/22/08,50,46,2.8,1.2,Live Phone,Registered Voters
--,Gallup (Expanded)*,2349,10/20/08,10/22/08,51,45,2.8,1.2,Live Phone,Registered Voters
--,Diageo/Hotline,769,10/20/08,10/22/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1206,10/20/08,10/22/08,52,40,5.6,2.4,Live Phone,Registered Voters
--,ABC News/Washington Post,1335,10/19/08,10/22/08,54,43,2.1,0.9,Live Phone,Registered Voters
--,IBD/TIPP,1060,10/18/08,10/22/08,45,44,7.7,3.3,Live Phone,Registered Voters
--,GWU/Battleground,1000,10/16/08,10/22/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,FOX News,936,10/20/08,10/21/08,49,40,7.7,3.3,Live Phone,Registered Voters
--,CBS News/NY Times,771,10/19/08,10/22/08,52,39,6.3,2.7,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1159,10/17/08,10/20/08,52,42,4.2,1.8,Live Phone,Registered Voters
--,Associated Press/GfK,800,10/16/08,10/20/08,44,43,9.1,3.9,Live Phone,Registered Voters
--,Ipsos/McClatchy,773,10/16/08,10/20/08,50,42,5.6,2.4,Live Phone,Registered Voters
--,CNN/Opinion Research,764,10/17/08,10/19/08,51,46,2.1,0.9,Live Phone,Registered Voters
--,Pew,2382,10/16/08,10/19/08,53,39,5.6,2.4,Live Phone,Registered Voters
--,Rasmussen Reports,3000,10/16/08,10/18/08,51,45,2.8,1.2,Live Phone,Registered Voters
--,Gallup (Traditional)*,2590,10/16/08,10/18/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,Gallup (Expanded)*,2277,10/16/08,10/18/08,51,44,3.5,1.5,Live Phone,Registered Voters
--,Diageo/Hotline,785,10/16/08,10/18/08,48,41,7.7,3.3,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1211,10/16/08,10/18/08,48,45,4.9,2.1,Live Phone,Registered Voters
--,Democracy Corps (D),1000,10/15/08,10/19/08,50,46,2.8,1.2,Live Phone,Registered Voters
--,GWU/Battleground,1000,10/13/08,10/19/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,F&M/Hearst-Argyle,,10/13/08,10/19/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,IBD/TIPP,1072,10/14/08,10/18/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,Rasmussen Reports,3000,10/11/08,10/13/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,Diageo/Hotline,829,10/11/08,10/13/08,48,42,7,3,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1208,10/11/08,10/13/08,49,43,5.6,2.4,Live Phone,Registered Voters
--,Gallup (Traditional)*,2140,10/11/08,10/13/08,51,45,2.8,1.2,Live Phone,Registered Voters
--,Gallup (Expanded)*,2289,10/11/08,10/13/08,53,43,2.8,1.2,Live Phone,Registered Voters
--,LA Times/Bloomberg,1030,10/10/08,10/13/08,50,41,6.3,2.7,Live Phone,Registered Voters
--,CBS News/NY Times,699,10/10/08,10/13/08,53,39,5.6,2.4,Live Phone,Registered Voters
--,GWU/Battleground,800,10/8/08,10/13/08,53,40,4.9,2.1,Live Phone,Registered Voters
--,IBD/TIPP,884,10/7/08,10/13/08,45,42,9.1,3.9,Live Phone,Registered Voters
--,USA Today/Gallup (Traditional)*,761,10/10/08,10/12/08,50,46,2.8,1.2,Live Phone,Registered Voters
--,USA Today/Gallup (Expanded)*,1030,10/10/08,10/12/08,52,45,2.1,0.9,Live Phone,Registered Voters
--,Pew,1191,10/9/08,10/12/08,49,42,6.3,2.7,Live Phone,Registered Voters
--,Ipsos/McClatchy,1036,10/9/08,10/13/08,48,39,9.1,3.9,Live Phone,Registered Voters
--,Democracy Corps (D),1000,10/8/08,10/12/08,51,42,4.9,2.1,Live Phone,Registered Voters
--,ABC News/Washington Post,766,10/8/08,10/11/08,53,43,2.8,1.2,Live Phone,Registered Voters
--,FOX News,900,10/8/08,10/9/08,46,39,10.5,4.5,Live Phone,Registered Voters
--,Newsweek,1035,10/8/08,10/9/08,52,41,4.9,2.1,Live Phone,Registered Voters
--,Rasmussen Reports,3000,10/7/08,10/9/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,Gallup,2784,10/7/08,10/9/08,51,41,5.6,2.4,Live Phone,Registered Voters
--,Hotline/FD,838,10/7/08,10/9/08,48,41,7.7,3.3,Live Phone,Registered Voters
--,Reuters/C-SPAN/Zogby,1200,10/6/08,10/9/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,GWU/Battleground,800,10/6/08,10/9/08,51,43,4.2,1.8,Live Phone,Registered Voters
--,Time,1053,10/3/08,10/6/08,50,44,4.2,1.8,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,658,10/4/08,10/5/08,49,43,5.6,2.4,Live Phone,Registered Voters
--,CBS News,616,10/3/08,10/5/08,48,45,4.9,2.1,Live Phone,Registered Voters
--,CNN,694,10/3/08,10/5/08,53,45,1.4,0.6,Live Phone,Registered Voters
--,Ipsos/McClatchy,858,10/2/08,10/6/08,47,40,9.1,3.9,Live Phone,Registered Voters
--,Democracy Corps (D),1000,10/1/08,10/5/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,Marist,943,9/28/08,9/30/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,CBS News,769,9/27/08,9/30/08,50,41,6.3,2.7,Live Phone,Registered Voters
--,Associated Press/GfK,808,9/27/08,9/30/08,48,41,7.7,3.3,Live Phone,Registered Voters
--,ABC News/Washington Post,916,9/27/08,9/29/08,50,46,2.8,1.2,Live Phone,Registered Voters
--,Pew,1181,9/27/08,9/29/08,49,43,5.6,2.4,Live Phone,Registered Voters
--,Ipsos/McClatchy,1007,9/26/08,9/29/08,48,45,4.9,2.1,Live Phone,Registered Voters
--,Time,1133,9/26/08,9/29/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,Gallup Tracking,2759,9/24/08,9/26/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,9/24/08,9/26/08,50,44,4.2,1.8,Live Phone,Registered Voters
--,Hotline/FD Tracking,914,9/24/08,9/26/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,GWU/Battleground,1000,9/21/08,9/25/08,46,48,4.2,1.8,Live Phone,Registered Voters
--,CBS News/NY Times,,9/21/08,9/24/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,FOX News,900,9/22/08,9/23/08,45,39,11.2,4.8,Live Phone,Registered Voters
--,Marist,689,9/22/08,9/23/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1085,9/19/08,9/22/08,48,46,4.2,1.8,Live Phone,Registered Voters
--,ABC News/Washington Post,780,9/19/08,9/22/08,52,43,3.5,1.5,Live Phone,Registered Voters
--,LA Times/Bloomberg,838,9/19/08,9/22/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,Ipsos/McClatchy,923,9/18/08,9/22/08,44,43,9.1,3.9,Live Phone,Registered Voters
--,CNN/Opinion Research,697,9/19/08,9/21/08,51,47,1.4,0.6,Live Phone,Registered Voters
--,F&M/Hearst-Argyle,1138,9/15/08,9/21/08,45,47,5.6,2.4,Live Phone,Registered Voters
--,Gallup Tracking,2815,9/15/08,9/17/08,48,44,5.6,2.4,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,9/15/08,9/17/08,48,48,2.8,1.2,Live Phone,Registered Voters
--,Hotline/FD Tracking,912,9/15/08,9/17/08,46,42,8.4,3.6,Live Phone,Registered Voters
--,GWU/Battleground,800,9/11/08,9/18/08,47,47,4.2,1.8,Live Phone,Registered Voters
--,CBS News/NY Times,,9/12/08,9/16/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,Quinnipiac,987,9/11/08,9/16/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,Pew,2307,9/9/08,9/14/08,46,46,5.6,2.4,Live Phone,Registered Voters
--,Reuters/Zogby,1008,9/11/08,9/13/08,47,45,5.6,2.4,Live Phone,Registered Voters
